condition,state_id,target_name,internal_target_id,direct_or_reporter,carbon_count,mass_index,mass_isotopologue,fraction
condition0,theta0_sample_036,Fumarate,fumarate,direct,4,3,M+3,0.19266259580092321
condition0,theta0_sample_036,Fumarate,fumarate,direct,4,4,M+4,0.39290290208593587
condition0,theta0_sample_036,Malate,malate,direct,4,0,M+0,0.04896574990361767
condition0,theta0_sample_036,Malate,malate,direct,4,1,M+1,0.08054238008552124
condition0,theta0_sample_036,Malate,malate,direct,4,2,M+2,0.28525399315505029
condition0,theta0_sample_036,Malate,malate,direct,4,3,M+3,0.19200187381886555
condition0,theta0_sample_036,Malate,malate,direct,4,4,M+4,0.39323600303694572
condition0,theta0_sample_036,Glutamine,glutamine,direct,5,0,M+0,0.022575805291868166
condition0,theta0_sample_036,Glutamine,glutamine,direct,5,1,M+1,0.061373505916245956
condition0,theta0_sample_036,Glutamine,glutamine,direct,5,2,M+2,0.13174716376313245
condition0,theta0_sample_036,Glutamine,glutamine,direct,5,3,M+3,0.28075857623533224
condition0,theta0_sample_036,Glutamine,glutamine,direct,5,4,M+4,0.18486830611561453
condition0,theta0_sample_036,Glutamine,glutamine,direct,5,5,M+5,0.31867664267780732
condition0,theta0_sample_036,Aspartate,aspartate,reporter,4,0,M+0,0.059543487534926755
condition0,theta0_sample_036,Aspartate,aspartate,reporter,4,1,M+1,0.12087363258707129
condition0,theta0_sample_036,Aspartate,aspartate,reporter,4,2,M+2,0.19788231772633405
condition0,theta0_sample_036,Aspartate,aspartate,reporter,4,3,M+3,0.20344051664641161
condition0,theta0_sample_036,Aspartate,aspartate,reporter,4,4,M+4,0.41826004550525686
condition0,theta0_sample_036,Glycine,glycine,reporter,2,0,M+0,0.26408198423332307
condition0,theta0_sample_036,Glycine,glycine,reporter,2,1,M+1,0.071836031533353925
condition0,theta0_sample_036,Glycine,glycine,reporter,2,2,M+2,0.66408198423332321
condition0,theta0_sample_036,Serine,serine,reporter,3,0,M+0,0.26408198423332313
condition0,theta0_sample_036,Serine,serine,reporter,3,1,M+1,0.035918015766676963
condition0,theta0_sample_036,Serine,serine,reporter,3,2,M+2,0.035918015766676963
condition0,theta0_sample_036,Serine,serine,reporter,3,3,M+3,0.66408198423332321
condition0,theta0_sample_037,Pyruvate,pyruvate,direct,3,0,M+0,0.26800788625436722
condition0,theta0_sample_037,Pyruvate,pyruvate,direct,3,1,M+1,0.031624901391506637
condition0,theta0_sample_037,Pyruvate,pyruvate,direct,3,2,M+2,0.032726538453884436
condition0,theta0_sample_037,Pyruvate,pyruvate,direct,3,3,M+3,0.66764067390024096
condition0,theta0_sample_037,Alanine,alanine,reporter,3,0,M+0,0.26800788625436722
condition0,theta0_sample_037,Alanine,alanine,reporter,3,1,M+1,0.031624901391506637
condition0,theta0_sample_037,Alanine,alanine,reporter,3,2,M+2,0.032726538453884436
condition0,theta0_sample_037,Alanine,alanine,reporter,3,3,M+3,0.66764067390024096
condition0,theta0_sample_037,Lactate,lactate,reporter,3,0,M+0,0.26800788625436722
condition0,theta0_sample_037,Lactate,lactate,reporter,3,1,M+1,0.031624901391506637
condition0,theta0_sample_037,Lactate,lactate,reporter,3,2,M+2,0.032726538453884436
condition0,theta0_sample_037,Lactate,lactate,reporter,3,3,M+3,0.66764067390024096
condition0,theta0_sample_037,Citrate,citrate,reporter,6,0,M+0,0.017054121676619037
condition0,theta0_sample_037,Citrate,citrate,reporter,6,1,M+1,0.035048478401299939
condition0,theta0_sample_037,Citrate,citrate,reporter,6,2,M+2,0.10237751041068491
condition0,theta0_sample_037,Citrate,citrate,reporter,6,3,M+3,0.14342323812200486
condition0,theta0_sample_037,Citrate,citrate,reporter,6,4,M+4,0.26890747776812413
condition0,theta0_sample_037,Citrate,citrate,reporter,6,5,M+5,0.14483816638878036
condition0,theta0_sample_037,Citrate,citrate,reporter,6,6,M+6,0.2883510072324848
condition0,theta0_sample_037,aKG,akg,direct,5,0,M+0,0.022508829758061167
condition0,theta0_sample_037,aKG,akg,direct,5,1,M+1,0.061429444732506215
condition0,theta0_sample_037,aKG,akg,direct,5,2,M+2,0.13191472846907076
condition0,theta0_sample_037,aKG,akg,direct,5,3,M+3,0.28028063192792363
condition0,theta0_sample_037,aKG,akg,direct,5,4,M+4,0.18543262301660729
condition0,theta0_sample_037,aKG,akg,direct,5,5,M+5,0.31843374209582914
condition0,theta0_sample_037,Succinate,succinate,direct,4,0,M+0,0.046925327806547464
condition0,theta0_sample_037,Succinate,succinate,direct,4,1,M+1,0.08541949372586316
condition0,theta0_sample_037,Succinate,succinate,direct,4,2,M+2,0.27739089356988017
condition0,theta0_sample_037,Succinate,succinate,direct,4,3,M+3,0.20125842045645836
condition0,theta0_sample_037,Succinate,succinate,direct,4,4,M+4,0.38900586444124913
condition0,theta0_sample_037,Fumarate,fumarate,direct,4,0,M+0,0.046925327806547464
condition0,theta0_sample_037,Fumarate,fumarate,direct,4,1,M+1,0.085419493725863174
condition0,theta0_sample_037,Fumarate,fumarate,direct,4,2,M+2,0.27739089356988017
condition0,theta0_sample_037,Fumarate,fumarate,direct,4,3,M+3,0.20125842045645836
condition0,theta0_sample_037,Fumarate,fumarate,direct,4,4,M+4,0.38900586444124913
condition0,theta0_sample_037,Malate,malate,direct,4,0,M+0,0.047696458722925869
condition0,theta0_sample_037,Malate,malate,direct,4,1,M+1,0.083890535541881445
condition0,theta0_sample_037,Malate,malate,direct,4,2,M+2,0.27994359175944145
condition0,theta0_sample_037,Malate,malate,direct,4,3,M+3,0.19765537496376748
condition0,theta0_sample_037,Malate,malate,direct,4,4,M+4,0.39081403901198208
condition0,theta0_sample_037,Glutamine,glutamine,direct,5,0,M+0,0.022508829758061163
condition0,theta0_sample_037,Glutamine,glutamine,direct,5,1,M+1,0.061429444732506215
condition0,theta0_sample_037,Glutamine,glutamine,direct,5,2,M+2,0.13191472846907076
condition0,theta0_sample_037,Glutamine,glutamine,direct,5,3,M+3,0.28028063192792363
condition0,theta0_sample_037,Glutamine,glutamine,direct,5,4,M+4,0.18543262301660729
condition0,theta0_sample_037,Glutamine,glutamine,direct,5,5,M+5,0.31843374209582909
condition0,theta0_sample_037,Aspartate,aspartate,reporter,4,0,M+0,0.057337438720489749
condition0,theta0_sample_037,Aspartate,aspartate,reporter,4,1,M+1,0.11684683656427911
condition0,theta0_sample_037,Aspartate,aspartate,reporter,4,2,M+2,0.20773940906548227
condition0,theta0_sample_037,Aspartate,aspartate,reporter,4,3,M+3,0.2046309172942376
condition0,theta0_sample_037,Aspartate,aspartate,reporter,4,4,M+4,0.41344539835550986
condition0,theta0_sample_037,Glycine,glycine,reporter,2,0,M+0,0.27048842342240037
condition0,theta0_sample_037,Glycine,glycine,reporter,2,1,M+1,0.059023153155199064
condition0,theta0_sample_037,Glycine,glycine,reporter,2,2,M+2,0.67048842342240011
condition0,theta0_sample_037,Serine,serine,reporter,3,0,M+0,0.27048842342240037
condition0,theta0_sample_037,Serine,serine,reporter,3,1,M+1,0.029511576577599528
condition0,theta0_sample_037,Serine,serine,reporter,3,2,M+2,0.029511576577599532
condition0,theta0_sample_037,Serine,serine,reporter,3,3,M+3,0.67048842342240011
condition0,theta0_sample_038,Pyruvate,pyruvate,direct,3,0,M+0,0.2627003745563794
condition0,theta0_sample_038,Pyruvate,pyruvate,direct,3,1,M+1,0.036859739834293775
condition0,theta0_sample_038,Pyruvate,pyruvate,direct,3,2,M+2,0.038179396662274559
condition0,theta0_sample_038,Pyruvate,pyruvate,direct,3,3,M+3,0.66226048894705247
condition0,theta0_sample_038,Alanine,alanine,reporter,3,0,M+0,0.2627003745563794
condition0,theta0_sample_038,Alanine,alanine,reporter,3,1,M+1,0.036859739834293775
condition0,theta0_sample_038,Alanine,alanine,reporter,3,2,M+2,0.038179396662274559
condition0,theta0_sample_038,Alanine,alanine,reporter,3,3,M+3,0.66226048894705247
condition0,theta0_sample_038,Lactate,lactate,reporter,3,0,M+0,0.2627003745563794
condition0,theta0_sample_038,Lactate,lactate,reporter,3,1,M+1,0.036859739834293775
condition0,theta0_sample_038,Lactate,lactate,reporter,3,2,M+2,0.038179396662274559
condition0,theta0_sample_038,Lactate,lactate,reporter,3,3,M+3,0.66226048894705247
condition0,theta0_sample_038,Citrate,citrate,reporter,6,0,M+0,0.017150247642311715
condition0,theta0_sample_038,Citrate,citrate,reporter,6,1,M+1,0.035092876565788703
condition0,theta0_sample_038,Citrate,citrate,reporter,6,2,M+2,0.10247272827395074
condition0,theta0_sample_038,Citrate,citrate,reporter,6,3,M+3,0.1433081030652662
condition0,theta0_sample_038,Citrate,citrate,reporter,6,4,M+4,0.26862689885672242
condition0,theta0_sample_038,Citrate,citrate,reporter,6,5,M+5,0.14456511131214125
condition0,theta0_sample_038,Citrate,citrate,reporter,6,6,M+6,0.28878403428381971
condition0,theta0_sample_038,aKG,akg,direct,5,0,M+0,0.022601022679209559
condition0,theta0_sample_038,aKG,akg,direct,5,1,M+1,0.061447380804900795
condition0,theta0_sample_038,aKG,akg,direct,5,2,M+2,0.13177900967288492
condition0,theta0_sample_038,aKG,akg,direct,5,3,M+3,0.28061152567604947
condition0,theta0_sample_038,aKG,akg,direct,5,4,M+4,0.18464528301359656
condition0,theta0_sample_038,aKG,akg,direct,5,5,M+5,0.31891577815335942
condition0,theta0_sample_038,Succinate,succinate,direct,4,0,M+0,0.047598439940946674
condition0,theta0_sample_038,Succinate,succinate,direct,4,1,M+1,0.083934367999446494
condition0,theta0_sample_038,Succinate,succinate,direct,4,2,M+2,0.27981980262803607
condition0,theta0_sample_038,Succinate,succinate,direct,4,3,M+3,0.19816353098180259
condition0,theta0_sample_038,Succinate,succinate,direct,4,4,M+4,0.39048385844976885
condition0,theta0_sample_038,Fumarate,fumarate,direct,4,0,M+0,0.047598439940946674
condition0,theta0_sample_038,Fumarate,fumarate,direct,4,1,M+1,0.083934367999446494
condition0,theta0_sample_038,Fumarate,fumarate,direct,4,2,M+2,0.27981980262803607
condition0,theta0_sample_038,Fumarate,fumarate,direct,4,3,M+3,0.19816353098180259
condition0,theta0_sample_038,Fumarate,fumarate,direct,4,4,M+4,0.39048385844976885
condition0,theta0_sample_038,Malate,malate,direct,4,0,M+0,0.048262016325600739
condition0,theta0_sample_038,Malate,malate,direct,4,1,M+1,0.082621116914893114
condition0,theta0_sample_038,Malate,malate,direct,4,2,M+2,0.28201318833054323
condition0,theta0_sample_038,Malate,malate,direct,4,3,M+3,0.19506220729183205
condition0,theta0_sample_038,Malate,malate,direct,4,4,M+4,0.3920414711371315
condition0,theta0_sample_038,Glutamine,glutamine,direct,5,0,M+0,0.022601022679209559
condition0,theta0_sample_038,Glutamine,glutamine,direct,5,1,M+1,0.061447380804900802
condition0,theta0_sample_038,Glutamine,glutamine,direct,5,2,M+2,0.13177900967288492
condition0,theta0_sample_038,Glutamine,glutamine,direct,5,3,M+3,0.28061152567604947
condition0,theta0_sample_038,Glutamine,glutamine,direct,5,4,M+4,0.18464528301359656
condition0,theta0_sample_038,Glutamine,glutamine,direct,5,5,M+5,0.31891577815335947
condition0,theta0_sample_038,Aspartate,aspartate,reporter,4,0,M+0,0.057766311261447607
condition0,theta0_sample_038,Aspartate,aspartate,reporter,4,1,M+1,0.11699137701017844
condition0,theta0_sample_038,Aspartate,aspartate,reporter,4,2,M+2,0.20710792969631817
condition0,theta0_sample_038,Aspartate,aspartate,reporter,4,3,M+3,0.20374476453103851
condition0,theta0_sample_038,Aspartate,aspartate,reporter,4,4,M+4,0.41438961750101772
condition0,theta0_sample_038,Glycine,glycine,reporter,2,0,M+0,0.26563119465478557
condition0,theta0_sample_038,Glycine,glycine,reporter,2,1,M+1,0.068737610690428982
condition0,theta0_sample_038,Glycine,glycine,reporter,2,2,M+2,0.6656311946547856
condition0,theta0_sample_038,Serine,serine,reporter,3,0,M+0,0.26563119465478557
condition0,theta0_sample_038,Serine,serine,reporter,3,1,M+1,0.034368805345214491
condition0,theta0_sample_038,Serine,serine,reporter,3,2,M+2,0.034368805345214484
condition0,theta0_sample_038,Serine,serine,reporter,3,3,M+3,0.6656311946547856
condition0,theta0_sample_039,Pyruvate,pyruvate,direct,3,0,M+0,0.2563938743093116
condition0,theta0_sample_039,Pyruvate,pyruvate,direct,3,1,M+1,0.042539254693862258
condition0,theta0_sample_039,Pyruvate,pyruvate,direct,3,2,M+2,0.045739867684340484
condition0,theta0_sample_039,Pyruvate,pyruvate,direct,3,3,M+3,0.65532700331248539
condition0,theta0_sample_039,Alanine,alanine,reporter,3,0,M+0,0.2563938743093116
condition0,theta0_sample_039,Alanine,alanine,reporter,3,1,M+1,0.042539254693862258
condition0,theta0_sample_039,Alanine,alanine,reporter,3,2,M+2,0.045739867684340484
condition0,theta0_sample_039,Alanine,alanine,reporter,3,3,M+3,0.65532700331248539
condition0,theta0_sample_039,Lactate,lactate,reporter,3,0,M+0,0.2563938743093116
condition0,theta0_sample_039,Lactate,lactate,reporter,3,1,M+1,0.042539254693862258
condition0,theta0_sample_039,Lactate,lactate,reporter,3,2,M+2,0.045739867684340484
condition0,theta0_sample_039,Lactate,lactate,reporter,3,3,M+3,0.65532700331248539
condition0,theta0_sample_039,Citrate,citrate,reporter,6,0,M+0,0.016800365517188699
condition0,theta0_sample_039,Citrate,citrate,reporter,6,1,M+1,0.033395820091258827
condition0,theta0_sample_039,Citrate,citrate,reporter,6,2,M+2,0.10527596269157674
condition0,theta0_sample_039,Citrate,citrate,reporter,6,3,M+3,0.13881808917468463
condition0,theta0_sample_039,Citrate,citrate,reporter,6,4,M+4,0.27499823257205369
condition0,theta0_sample_039,Citrate,citrate,reporter,6,5,M+5,0.14466412300610437
condition0,theta0_sample_039,Citrate,citrate,reporter,6,6,M+6,0.28604740694713243
condition0,theta0_sample_039,aKG,akg,direct,5,0,M+0,0.022360255205178089
condition0,theta0_sample_039,aKG,akg,direct,5,1,M+1,0.061254761069097205
condition0,theta0_sample_039,aKG,akg,direct,5,2,M+2,0.13198766906046699
condition0,theta0_sample_039,aKG,akg,direct,5,3,M+3,0.2802495025618309
condition0,theta0_sample_039,aKG,akg,direct,5,4,M+4,0.18671766739265708
condition0,theta0_sample_039,aKG,akg,direct,5,5,M+5,0.31743014471076919
condition0,theta0_sample_039,Succinate,succinate,direct,4,0,M+0,0.047836602768826834
condition0,theta0_sample_039,Succinate,succinate,direct,4,1,M+1,0.082332945970751512
condition0,theta0_sample_039,Succinate,succinate,direct,4,2,M+2,0.28211380721821577
condition0,theta0_sample_039,Succinate,succinate,direct,4,3,M+3,0.19742713657600625
condition0,theta0_sample_039,Succinate,succinate,direct,4,4,M+4,0.39028950746619934
condition0,theta0_sample_039,Fumarate,fumarate,direct,4,0,M+0,0.047836602768826834
condition0,theta0_sample_039,Fumarate,fumarate,direct,4,1,M+1,0.082332945970751512
condition0,theta0_sample_039,Fumarate,fumarate,direct,4,2,M+2,0.28211380721821577
condition0,theta0_sample_039,Fumarate,fumarate,direct,4,3,M+3,0.19742713657600625
condition0,theta0_sample_039,Fumarate,fumarate,direct,4,4,M+4,0.39028950746619934
condition0,theta0_sample_039,Malate,malate,direct,4,0,M+0,0.049358033112968124
condition0,theta0_sample_039,Malate,malate,direct,4,1,M+1,0.079365973203977133
condition0,theta0_sample_039,Malate,malate,direct,4,2,M+2,0.28708405780334245
condition0,theta0_sample_039,Malate,malate,direct,4,3,M+3,0.19030183232951078
condition0,theta0_sample_039,Malate,malate,direct,4,4,M+4,0.3938901035502011
condition0,theta0_sample_039,Glutamine,glutamine,direct,5,0,M+0,0.022360255205178096
condition0,theta0_sample_039,Glutamine,glutamine,direct,5,1,M+1,0.061254761069097219
condition0,theta0_sample_039,Glutamine,glutamine,direct,5,2,M+2,0.13198766906046705
condition0,theta0_sample_039,Glutamine,glutamine,direct,5,3,M+3,0.28024950256183095
condition0,theta0_sample_039,Glutamine,glutamine,direct,5,4,M+4,0.18671766739265711
condition0,theta0_sample_039,Glutamine,glutamine,direct,5,5,M+5,0.31743014471076925
condition0,theta0_sample_039,Aspartate,aspartate,reporter,4,0,M+0,0.057397869930398221
condition0,theta0_sample_039,Aspartate,aspartate,reporter,4,1,M+1,0.11123270156559691
condition0,theta0_sample_039,Aspartate,aspartate,reporter,4,2,M+2,0.21828647903585432
condition0,theta0_sample_039,Aspartate,aspartate,reporter,4,3,M+3,0.2001374575099073
condition0,theta0_sample_039,Aspartate,aspartate,reporter,4,4,M+4,0.41294549195824287
condition0,theta0_sample_039,Glycine,glycine,reporter,2,0,M+0,0.26321518826488377
condition0,theta0_sample_039,Glycine,glycine,reporter,2,1,M+1,0.073569623470232284
condition0,theta0_sample_039,Glycine,glycine,reporter,2,2,M+2,0.66321518826488357
condition0,theta0_sample_039,Serine,serine,reporter,3,0,M+0,0.26321518826488377
condition0,theta0_sample_039,Serine,serine,reporter,3,1,M+1,0.036784811735116142
condition0,theta0_sample_039,Serine,serine,reporter,3,2,M+2,0.036784811735116142
condition0,theta0_sample_039,Serine,serine,reporter,3,3,M+3,0.66321518826488357
condition0,theta0_sample_040,Pyruvate,pyruvate,direct,3,0,M+0,0.25903902289623443
condition0,theta0_sample_040,Pyruvate,pyruvate,direct,3,1,M+1,0.040530824256892639
condition0,theta0_sample_040,Pyruvate,pyruvate,direct,3,2,M+2,0.04182128279751126
condition0,theta0_sample_040,Pyruvate,pyruvate,direct,3,3,M+3,0.65860887004936153
condition0,theta0_sample_040,Alanine,alanine,reporter,3,0,M+0,0.25903902289623443
condition0,theta0_sample_040,Alanine,alanine,reporter,3,1,M+1,0.040530824256892639
condition0,theta0_sample_040,Alanine,alanine,reporter,3,2,M+2,0.04182128279751126
condition0,theta0_sample_040,Alanine,alanine,reporter,3,3,M+3,0.65860887004936153
condition0,theta0_sample_040,Lactate,lactate,reporter,3,0,M+0,0.25903902289623443
condition0,theta0_sample_040,Lactate,lactate,reporter,3,1,M+1,0.040530824256892639
condition0,theta0_sample_040,Lactate,lactate,reporter,3,2,M+2,0.04182128279751126
condition0,theta0_sample_040,Lactate,lactate,reporter,3,3,M+3,0.65860887004936153
condition0,theta0_sample_040,Citrate,citrate,reporter,6,0,M+0,0.016422694502253664
condition0,theta0_sample_040,Citrate,citrate,reporter,6,1,M+1,0.031192517252052378
condition0,theta0_sample_040,Citrate,citrate,reporter,6,2,M+2,0.10891648301205009
condition0,theta0_sample_040,Citrate,citrate,reporter,6,3,M+3,0.13245302752190885
condition0,theta0_sample_040,Citrate,citrate,reporter,6,4,M+4,0.28623576059081557
condition0,theta0_sample_040,Citrate,citrate,reporter,6,5,M+5,0.14000471093065733
condition0,theta0_sample_040,Citrate,citrate,reporter,6,6,M+6,0.28477480619026163
condition0,theta0_sample_040,aKG,akg,direct,5,0,M+0,0.022458431782645689
condition0,theta0_sample_040,aKG,akg,direct,5,1,M+1,0.06140143462195638
condition0,theta0_sample_040,aKG,akg,direct,5,2,M+2,0.13197071498421356
condition0,theta0_sample_040,aKG,akg,direct,5,3,M+3,0.28016245315415961
condition0,theta0_sample_040,aKG,akg,direct,5,4,M+4,0.18586505133798595
condition0,theta0_sample_040,aKG,akg,direct,5,5,M+5,0.31814191411903858
condition0,theta0_sample_040,Succinate,succinate,direct,4,0,M+0,0.046375807628189186
condition0,theta0_sample_040,Succinate,succinate,direct,4,1,M+1,0.086401813933493929
condition0,theta0_sample_040,Succinate,succinate,direct,4,2,M+2,0.27571478650746756
condition0,theta0_sample_040,Succinate,succinate,direct,4,3,M+3,0.2038617546718263
condition0,theta0_sample_040,Succinate,succinate,direct,4,4,M+4,0.38764583725902291
condition0,theta0_sample_040,Fumarate,fumarate,direct,4,0,M+0,0.046375807628189186
condition0,theta0_sample_040,Fumarate,fumarate,direct,4,1,M+1,0.086401813933493929
condition0,theta0_sample_040,Fumarate,fumarate,direct,4,2,M+2,0.27571478650746756
condition0,theta0_sample_040,Fumarate,fumarate,direct,4,3,M+3,0.2038617546718263
condition0,theta0_sample_040,Fumarate,fumarate,direct,4,4,M+4,0.38764583725902291
condition0,theta0_sample_040,Malate,malate,direct,4,0,M+0,0.049372938124653473
condition0,theta0_sample_040,Malate,malate,direct,4,1,M+1,0.080466916215460288
condition0,theta0_sample_040,Malate,malate,direct,4,2,M+2,0.28562607046248856
condition0,theta0_sample_040,Malate,malate,direct,4,3,M+3,0.18985535793002792
condition0,theta0_sample_040,Malate,malate,direct,4,4,M+4,0.39467871726736953
condition0,theta0_sample_040,Glutamine,glutamine,direct,5,0,M+0,0.022458431782645689
condition0,theta0_sample_040,Glutamine,glutamine,direct,5,1,M+1,0.06140143462195638
condition0,theta0_sample_040,Glutamine,glutamine,direct,5,2,M+2,0.13197071498421356
condition0,theta0_sample_040,Glutamine,glutamine,direct,5,3,M+3,0.28016245315415961
condition0,theta0_sample_040,Glutamine,glutamine,direct,5,4,M+4,0.18586505133798595
condition0,theta0_sample_040,Glutamine,glutamine,direct,5,5,M+5,0.31814191411903858
condition0,theta0_sample_040,Aspartate,aspartate,reporter,4,0,M+0,0.055284447406820598
condition0,theta0_sample_040,Aspartate,aspartate,reporter,4,1,M+1,0.10390975641682904
condition0,theta0_sample_040,Aspartate,aspartate,reporter,4,2,M+2,0.23486524872227471
condition0,theta0_sample_040,Aspartate,aspartate,reporter,4,3,M+3,0.19740244367768087
condition0,theta0_sample_040,Aspartate,aspartate,reporter,4,4,M+4,0.40853810377639455
condition0,theta0_sample_040,Glycine,glycine,reporter,2,0,M+0,0.2617679188727226
condition0,theta0_sample_040,Glycine,glycine,reporter,2,1,M+1,0.076464162254554741
condition0,theta0_sample_040,Glycine,glycine,reporter,2,2,M+2,0.66176791887272257
condition0,theta0_sample_040,Serine,serine,reporter,3,0,M+0,0.2617679188727226
condition0,theta0_sample_040,Serine,serine,reporter,3,1,M+1,0.03823208112727737
condition0,theta0_sample_040,Serine,serine,reporter,3,2,M+2,0.03823208112727737
condition0,theta0_sample_040,Serine,serine,reporter,3,3,M+3,0.66176791887272257
condition0,theta0_sample_041,Pyruvate,pyruvate,direct,3,0,M+0,0.24725231975227382
condition0,theta0_sample_041,Pyruvate,pyruvate,direct,3,1,M+1,0.051111862267071199
condition0,theta0_sample_041,Pyruvate,pyruvate,direct,3,2,M+2,0.056019316209035927
condition0,theta0_sample_041,Pyruvate,pyruvate,direct,3,3,M+3,0.64561650177161878
condition0,theta0_sample_041,Alanine,alanine,reporter,3,0,M+0,0.24725231975227382
condition0,theta0_sample_041,Alanine,alanine,reporter,3,1,M+1,0.051111862267071199
condition0,theta0_sample_041,Alanine,alanine,reporter,3,2,M+2,0.056019316209035927
condition0,theta0_sample_041,Alanine,alanine,reporter,3,3,M+3,0.64561650177161878
condition0,theta0_sample_041,Lactate,lactate,reporter,3,0,M+0,0.24725231975227382
condition0,theta0_sample_041,Lactate,lactate,reporter,3,1,M+1,0.051111862267071199
condition0,theta0_sample_041,Lactate,lactate,reporter,3,2,M+2,0.056019316209035927
condition0,theta0_sample_041,Lactate,lactate,reporter,3,3,M+3,0.64561650177161878
condition0,theta0_sample_041,Citrate,citrate,reporter,6,0,M+0,0.01658146231693703
condition0,theta0_sample_041,Citrate,citrate,reporter,6,1,M+1,0.032669644040404726
condition0,theta0_sample_041,Citrate,citrate,reporter,6,2,M+2,0.10635852117294826
condition0,theta0_sample_041,Citrate,citrate,reporter,6,3,M+3,0.1371673448322919
condition0,theta0_sample_041,Citrate,citrate,reporter,6,4,M+4,0.27715704825334142
condition0,theta0_sample_041,Citrate,citrate,reporter,6,5,M+5,0.14591279020100117
condition0,theta0_sample_041,Citrate,citrate,reporter,6,6,M+6,0.28415318918307469
condition0,theta0_sample_041,aKG,akg,direct,5,0,M+0,0.022162111443879522
condition0,theta0_sample_041,aKG,akg,direct,5,1,M+1,0.061092788055833139
condition0,theta0_sample_041,aKG,akg,direct,5,2,M+2,0.13215593564936717
condition0,theta0_sample_041,aKG,akg,direct,5,3,M+3,0.27996346395754274
condition0,theta0_sample_041,aKG,akg,direct,5,4,M+4,0.18842355569408156
condition0,theta0_sample_041,aKG,akg,direct,5,5,M+5,0.31620214519929501
condition0,theta0_sample_041,Succinate,succinate,direct,4,0,M+0,0.048436169548469112
condition0,theta0_sample_041,Succinate,succinate,direct,4,1,M+1,0.08019464146849746
condition0,theta0_sample_041,Succinate,succinate,direct,4,2,M+2,0.28536459107431594
condition0,theta0_sample_041,Succinate,succinate,direct,4,3,M+3,0.19494221525199862
condition0,theta0_sample_041,Succinate,succinate,direct,4,4,M+4,0.39106238265671833
condition0,theta0_sample_041,Fumarate,fumarate,direct,4,0,M+0,0.048436169548469112
condition0,theta0_sample_041,Fumarate,fumarate,direct,4,1,M+1,0.08019464146849746
condition0,theta0_sample_041,Fumarate,fumarate,direct,4,2,M+2,0.28536459107431594
condition0,theta0_sample_041,Fumarate,fumarate,direct,4,3,M+3,0.19494221525199862
condition0,theta0_sample_041,Fumarate,fumarate,direct,4,4,M+4,0.39106238265671833
condition0,theta0_sample_041,Malate,malate,direct,4,0,M+0,0.050159540368410659
condition0,theta0_sample_041,Malate,malate,direct,4,1,M+1,0.076880083661909293
condition0,theta0_sample_041,Malate,malate,direct,4,2,M+2,0.29093291536306115
condition0,theta0_sample_041,Malate,malate,direct,4,3,M+3,0.18685575681450639
condition0,theta0_sample_041,Malate,malate,direct,4,4,M+4,0.39517170379211186
condition0,theta0_sample_041,Glutamine,glutamine,direct,5,0,M+0,0.022162111443879525
condition0,theta0_sample_041,Glutamine,glutamine,direct,5,1,M+1,0.061092788055833153
condition0,theta0_sample_041,Glutamine,glutamine,direct,5,2,M+2,0.13215593564936717
condition0,theta0_sample_041,Glutamine,glutamine,direct,5,3,M+3,0.27996346395754279
condition0,theta0_sample_041,Glutamine,glutamine,direct,5,4,M+4,0.18842355569408162
condition0,theta0_sample_041,Glutamine,glutamine,direct,5,5,M+5,0.31620214519929507
condition0,theta0_sample_041,Aspartate,aspartate,reporter,4,0,M+0,0.057391225364796281
condition0,theta0_sample_041,Aspartate,aspartate,reporter,4,1,M+1,0.10867317377458681
condition0,theta0_sample_041,Aspartate,aspartate,reporter,4,2,M+2,0.22294189465764713
condition0,theta0_sample_041,Aspartate,aspartate,reporter,4,3,M+3,0.19853178790175954
condition0,theta0_sample_041,Aspartate,aspartate,reporter,4,4,M+4,0.41246191830120971
condition0,theta0_sample_041,Glycine,glycine,reporter,2,0,M+0,0.25730675213438692
condition0,theta0_sample_041,Glycine,glycine,reporter,2,1,M+1,0.085386495731226017
condition0,theta0_sample_041,Glycine,glycine,reporter,2,2,M+2,0.65730675213438683
condition0,theta0_sample_041,Serine,serine,reporter,3,0,M+0,0.25730675213438692
condition0,theta0_sample_041,Serine,serine,reporter,3,1,M+1,0.042693247865613002
condition0,theta0_sample_041,Serine,serine,reporter,3,2,M+2,0.042693247865613015
condition0,theta0_sample_041,Serine,serine,reporter,3,3,M+3,0.65730675213438683
condition0,theta0_sample_042,Pyruvate,pyruvate,direct,3,0,M+0,0.24465594616821654
condition0,theta0_sample_042,Pyruvate,pyruvate,direct,3,1,M+1,0.054798346909656723
condition0,theta0_sample_042,Pyruvate,pyruvate,direct,3,2,M+2,0.056435467676037285
condition0,theta0_sample_042,Pyruvate,pyruvate,direct,3,3,M+3,0.6441102392460899
condition0,theta0_sample_042,Alanine,alanine,reporter,3,0,M+0,0.24465594616821654
condition0,theta0_sample_042,Alanine,alanine,reporter,3,1,M+1,0.054798346909656723
condition0,theta0_sample_042,Alanine,alanine,reporter,3,2,M+2,0.056435467676037285
condition0,theta0_sample_042,Alanine,alanine,reporter,3,3,M+3,0.6441102392460899
condition0,theta0_sample_042,Lactate,lactate,reporter,3,0,M+0,0.24465594616821654
condition0,theta0_sample_042,Lactate,lactate,reporter,3,1,M+1,0.054798346909656723
